feature,importance
event_data_prop_5154fc30_total_duration_max,2.4
cnt_event_code_5000_sum,2.4
event_data_prop_1af8be29_total_duration_max,2.4
event_data_prop_daac11b0_total_duration_sum,2.4
cnt_Rulers_sum,2.4
event_data_prop_3dcdda7f_total_duration_sum,2.3999999999999995
event_data_prop_1c178d24_misses_sum,2.3000000000000003
event_data_prop_3afde5dd_total_duration_sum,2.3
event_data_prop_ecc6157f_dwell_time_sum,2.3
event_data_prop_a1e4395d_total_duration_max,2.3
accuracy_rate_median,2.3
event_data_prop_e04fb33d_duration_sum,2.2
event_data_prop_ca11f653_misses_sum,2.2
event_data_prop_d38c2fd7_duration_max,2.2
event_data_prop_f6947f54_misses_max,2.2
cnt_Sandcastle Builder (Activity)_sum,2.2
event_data_prop_0d18d96c_duration_mean,2.1999999999999997
event_data_prop_6f4adc4b_total_duration_sum,2.1000000000000005
event_data_prop_33505eae_total_duration_max,2.1
event_data_prop_5a848010_duration_sum,2.1
event_data_prop_d06f75b5_duration_max,2.1
cnt_All Star Sorting_sum,2.0000000000000004
event_data_prop_a76029ee_duration_sum,2.0000000000000004
event_data_prop_ea296733_total_duration_max,2.0
event_data_prop_33505eae_total_duration_sum,1.9
event_data_prop_16dffff1_misses_max,1.8000000000000003
event_data_prop_e3ff61fb_total_duration_sum,1.7000000000000002
event_data_prop_ca11f653_misses_max,1.7000000000000002
event_data_prop_37c53127_duration_max,1.7000000000000002
event_data_prop_38074c54_misses_sum,1.7
cnt_Air Show_sum,1.6000000000000003
event_data_prop_73757a5e_total_duration_sum,1.6
event_data_prop_0d18d96c_duration_std,1.6
event_data_prop_0d18d96c_duration_sum,1.6
event_data_prop_30df3273_dwell_time_std,1.6
event_data_prop_a8876db3_total_duration_sum,1.6
event_data_prop_36fa3ebe_misses_max,1.6
event_data_prop_a29c5338_total_duration_max,1.6
event_data_prop_44cb4907_total_duration_max,1.5
event_data_prop_6f4adc4b_total_duration_max,1.5
event_data_prop_b012cd7f_misses_max,1.5
event_data_prop_16dffff1_misses_sum,1.4000000000000001
event_data_prop_1375ccb7_total_duration_max,1.4000000000000001
event_data_prop_5a848010_duration_max,1.4000000000000001
cnt_Bird Measurer (Assessment)_sum,1.4000000000000001
event_data_prop_90ea0bac_total_duration_max,1.4
event_data_prop_44cb4907_total_duration_sum,1.4
cnt_Crystals Rule_sum,1.4
event_data_prop_b012cd7f_misses_sum,1.4
event_data_prop_e5734469_total_duration_sum,1.3
event_data_prop_daac11b0_total_duration_max,1.3
cnt_event_code_4230_sum,1.3
event_data_prop_08fd73f3_misses_max,1.2999999999999998
event_data_prop_9d29771f_total_duration_sum,1.2999999999999998
cnt_Bubble Bath_sum,1.2999999999999998
event_data_prop_37c53127_misses_max,1.2000000000000002
event_data_prop_d51b1749_duration_sum,1.2000000000000002
event_data_prop_f5b8c21a_misses_sum,1.2
event_data_prop_c189aaf2_duration_max,1.2
event_data_prop_3afde5dd_total_duration_max,1.1
event_data_prop_47026d5f_total_duration_max,1.1
event_data_prop_67439901_total_duration_median,1.1
event_data_prop_77ead60d_total_duration_sum,1.1
event_data_prop_5f5b2617_dwell_time_mean,1.0
event_data_prop_5f5b2617_dwell_time_std,1.0
event_data_prop_3bb91ced_duration_sum,1.0
event_data_prop_08fd73f3_misses_sum,1.0
cnt_Fireworks (Activity)_sum,1.0
event_data_prop_a1192f43_duration_sum,0.9000000000000001
event_data_prop_99ea62f3_duration_sum,0.9
event_data_prop_99abe2bb_duration_sum,0.9
event_data_prop_5de79a6a_total_duration_max,0.9
event_data_prop_6c930e6e_misses_sum,0.9
event_data_prop_00c73085_misses_sum,0.8999999999999999
event_data_prop_38074c54_misses_max,0.8
event_data_prop_0d1da71f_duration_median,0.8
event_data_prop_1c178d24_misses_max,0.8
cnt_event_code_4050_sum,0.8
event_data_prop_b74258a0_misses_sum,0.8
event_data_prop_160654fd_total_duration_max,0.8
cnt_Bug Measurer (Activity)_sum,0.8
event_data_prop_7423acbc_total_duration_sum,0.7999999999999999
event_data_prop_3dcdda7f_total_duration_max,0.7
cnt_Dino Drink_sum,0.7
event_data_prop_00c73085_misses_max,0.7
event_data_prop_3323d7e9_misses_sum,0.7
event_data_prop_9b4001e4_total_duration_sum,0.7
cnt_Chicken Balancer (Activity)_sum,0.7
event_data_prop_7fd1ac25_dwell_time_mean,0.7
cnt_Flower Waterer (Activity)_sum,0.7
event_data_prop_45d01abe_total_duration_sum,0.6000000000000001
event_data_prop_6c930e6e_misses_max,0.6
event_data_prop_37c53127_misses_sum,0.6
event_data_prop_c7fe2a55_total_duration_max,0.6
event_data_prop_77ead60d_total_duration_max,0.5
uncorrect_attempts_median,0.5
cnt_Chest Sorter (Assessment)_sum,0.5
event_data_prop_3afb49e6_total_duration_sum,0.5
cnt_Mushroom Sorter (Assessment)_sum,0.5
cnt_Egg Dropper (Activity)_sum,0.5
cnt_Pan Balance_sum,0.5
event_data_prop_7ec0c298_total_duration_median,0.5
event_data_prop_3323d7e9_misses_max,0.4
event_data_prop_895865f3_misses_sum,0.4
event_data_prop_30df3273_dwell_time_mean,0.4
cnt_Watering Hole (Activity)_sum,0.4
event_data_prop_ab3136ba_duration_median,0.4
cnt_Happy Camel_sum,0.4
event_data_prop_709b1251_duration_median,0.4
event_data_prop_3ddc79c3_total_duration_sum,0.4
cnt_Dino Dive_sum,0.4
cnt_Leaf Leader_sum,0.30000000000000004
event_data_prop_a76029ee_duration_max,0.30000000000000004
event_data_prop_3a4be871_dwell_time_std,0.30000000000000004
cnt_Cart Balancer (Assessment)_sum,0.30000000000000004
event_data_prop_73757a5e_total_duration_max,0.30000000000000004
event_data_prop_f5b8c21a_misses_max,0.2
event_data_prop_0d18d96c_duration_max,0.2
event_data_prop_6f445b57_dwell_time_sum,0.2
event_data_prop_a1192f43_duration_max,0.2
event_data_prop_16667cc5_dwell_time_std,0.2
event_data_prop_3a4be871_dwell_time_mean,0.2
event_data_prop_d51b1749_duration_max,0.2
assessment_previous_correct_attempts_max,0.2
event_data_prop_3ddc79c3_total_duration_max,0.1
event_data_prop_9d29771f_total_duration_max,0.1
event_data_prop_9b4001e4_total_duration_max,0.1
cnt_event_code_2050_sum,0.1
event_data_prop_895865f3_misses_max,0.1
event_data_prop_7fd1ac25_dwell_time_sum,0.1
event_data_prop_90efca10_duration_median,0.1
event_data_prop_29a42aea_dwell_time_sum,0.1
event_data_prop_29a42aea_dwell_time_mean,0.1
event_data_prop_13f56524_dwell_time_mean,0.1
event_data_prop_df4940d3_duration_median,0.1
event_data_prop_3bb91ced_duration_max,0.1
cnt_event_code_4080_sum,0.1
event_data_prop_7423acbc_total_duration_median,0.0
event_data_prop_5859dfb6_duration_median,0.0
event_data_prop_e04fb33d_duration_median,0.0
event_data_prop_3bf1cf26_duration_median,0.0
event_data_prop_6f4adc4b_total_duration_median,0.0
event_data_prop_e7561dd2_duration_median,0.0
event_data_prop_f6947f54_misses_median,0.0
event_data_prop_3edf6747_duration_median,0.0
event_data_prop_562cec5f_duration_median,0.0
event_data_prop_a29c5338_total_duration_median,0.0
event_data_prop_45d01abe_total_duration_max,0.0
event_data_prop_3dcdda7f_total_duration_median,0.0
event_data_prop_26a5a3dd_dwell_time_sum,0.0
event_data_prop_4d911100_duration_median,0.0
event_data_prop_f7e47413_duration_median,0.0
event_data_prop_26a5a3dd_dwell_time_std,0.0
event_data_prop_f6947f54_duration_median,0.0
event_data_prop_26a5a3dd_dwell_time_max,0.0
event_data_prop_e57dd7af_duration_median,0.0
event_data_prop_26a5a3dd_dwell_time_mean,0.0
event_data_prop_45d01abe_total_duration_median,0.0
event_data_prop_ea321fb1_total_duration_median,0.0
event_data_prop_a1bbe385_duration_median,0.0
event_data_prop_0ce40006_dwell_time_median,0.0
event_data_prop_0db6d71d_duration_median,0.0
event_data_prop_0ce40006_dwell_time_sum,0.0
event_data_prop_0ce40006_dwell_time_mean,0.0
event_data_prop_022b4259_duration_median,0.0
event_data_prop_0ce40006_dwell_time_max,0.0
event_data_prop_26a5a3dd_dwell_time_median,0.0
event_data_prop_3ccd3f02_duration_median,0.0
event_data_prop_0ce40006_dwell_time_std,0.0
event_data_prop_28a4eb9a_duration_median,0.0
event_data_prop_3ddc79c3_total_duration_median,0.0
event_data_prop_71fe8f75_duration_median,0.0
event_data_prop_56817e2b_misses_median,0.0
event_data_prop_119b5b02_dwell_time_std,0.0
event_data_prop_119b5b02_dwell_time_median,0.0
event_data_prop_15f99afc_duration_median,0.0
event_data_prop_3d63345e_duration_median,0.0
cnt_event_code_5010_sum,0.0
event_data_prop_47026d5f_total_duration_median,0.0
event_data_prop_795e4a37_total_duration_median,0.0
event_data_prop_56817e2b_duration_median,0.0
event_data_prop_d06f75b5_duration_median,0.0
event_data_prop_a1e4395d_total_duration_median,0.0
event_data_prop_3afde5dd_total_duration_median,0.0
event_data_prop_ecc6157f_dwell_time_mean,0.0
event_data_prop_ecc6157f_dwell_time_max,0.0
event_data_prop_ecc6157f_dwell_time_std,0.0
event_data_prop_ecc6157f_dwell_time_median,0.0
event_data_prop_99abe2bb_duration_max,0.0
event_data_prop_119b5b02_dwell_time_max,0.0
event_data_prop_119b5b02_dwell_time_mean,0.0
event_data_prop_119b5b02_dwell_time_sum,0.0
event_data_prop_d88e8f25_total_duration_median,0.0
correct_attempts_max,0.0
correct_attempts_median,0.0
cnt___no_world_sum,0.0
cnt_NONE_sum,0.0
cnt___no_type_sum,0.0
assessment_previous_correct_attempts_median,0.0
event_data_prop_2b9272f4_duration_median,0.0
event_data_prop_df4fe8b6_duration_median,0.0
cnt___no_title_sum,0.0
event_data_prop_3babcb9b_duration_median,0.0
event_data_prop_7f0836bf_duration_median,0.0
event_data_prop_bbfe0445_duration_median,0.0
event_data_prop_bc8f2793_duration_median,0.0
event_data_prop_33505eae_total_duration_median,0.0
event_data_prop_cdd22e43_duration_median,0.0
event_data_prop_99abe2bb_duration_median,0.0
event_data_prop_c277e121_total_duration_median,0.0
event_data_prop_28520915_misses_median,0.0
event_data_prop_5dc079d8_dwell_time_sum,0.0
event_data_prop_5dc079d8_dwell_time_max,0.0
event_data_prop_16dffff1_misses_median,0.0
event_data_prop_5dc079d8_dwell_time_std,0.0
event_data_prop_5dc079d8_dwell_time_median,0.0
event_data_prop_611485c5_dwell_time_median,0.0
event_data_prop_611485c5_dwell_time_std,0.0
event_data_prop_611485c5_dwell_time_max,0.0
event_data_prop_611485c5_dwell_time_mean,0.0
event_data_prop_611485c5_dwell_time_sum,0.0
event_data_prop_4a09ace1_duration_median,0.0
event_data_prop_53c6e11a_duration_median,0.0
event_data_prop_160654fd_total_duration_median,0.0
event_data_prop_8d7e386c_total_duration_median,0.0
event_data_prop_5f0eb72c_duration_median,0.0
event_data_prop_ea296733_total_duration_median,0.0
event_data_prop_5dc079d8_dwell_time_mean,0.0
event_data_prop_923afab1_total_duration_median,0.0
event_data_prop_28520915_duration_median,0.0
event_data_prop_16dffff1_duration_median,0.0
event_data_prop_e720d930_duration_median,0.0
event_data_prop_9554a50b_dwell_time_mean,0.0
event_data_prop_99ea62f3_duration_median,0.0
event_data_prop_99ea62f3_duration_max,0.0
event_data_prop_38074c54_duration_median,0.0
event_data_prop_1375ccb7_total_duration_median,0.0
event_data_prop_8fee50e2_duration_median,0.0
event_data_prop_d02b7a8e_duration_median,0.0
event_data_prop_38074c54_misses_median,0.0
event_data_prop_7fd1ac25_dwell_time_max,0.0
event_data_prop_83c6c409_duration_median,0.0
event_data_prop_7fd1ac25_dwell_time_std,0.0
event_data_prop_7fd1ac25_dwell_time_median,0.0
event_data_prop_30614231_duration_median,0.0
event_data_prop_363d3849_total_duration_median,0.0
event_data_prop_9554a50b_dwell_time_sum,0.0
event_data_prop_3323d7e9_duration_median,0.0
event_data_prop_9554a50b_dwell_time_max,0.0
event_data_prop_5290eab1_duration_median,0.0
event_data_prop_c1cac9a2_duration_median,0.0
event_data_prop_0413e89d_total_duration_median,0.0
event_data_prop_a76029ee_duration_median,0.0
event_data_prop_ac92046e_duration_median,0.0
event_data_prop_00c73085_misses_median,0.0
event_data_prop_00c73085_duration_median,0.0
event_data_prop_d45ed6a1_duration_median,0.0
event_data_prop_bfc77bd6_dwell_time_sum,0.0
event_data_prop_bfc77bd6_dwell_time_mean,0.0
event_data_prop_bfc77bd6_dwell_time_max,0.0
event_data_prop_bfc77bd6_dwell_time_std,0.0
event_data_prop_9de5e594_total_duration_median,0.0
event_data_prop_bfc77bd6_dwell_time_median,0.0
event_data_prop_e3ff61fb_total_duration_median,0.0
event_data_prop_a1192f43_duration_median,0.0
event_data_prop_13f56524_dwell_time_sum,0.0
event_data_prop_beb0a7b9_total_duration_median,0.0
event_data_prop_13f56524_dwell_time_max,0.0
event_data_prop_13f56524_dwell_time_std,0.0
event_data_prop_13f56524_dwell_time_median,0.0
event_data_prop_9ee1c98c_duration_median,0.0
event_data_prop_804ee27f_duration_median,0.0
event_data_prop_763fc34e_total_duration_median,0.0
event_data_prop_d88ca108_duration_median,0.0
event_data_prop_7525289a_duration_median,0.0
event_data_prop_9ce586dd_duration_median,0.0
event_data_prop_392e14df_duration_median,0.0
event_data_prop_4d6737eb_duration_median,0.0
event_data_prop_69fdac0a_duration_median,0.0
event_data_prop_49ed92e9_total_duration_median,0.0
event_data_prop_daac11b0_total_duration_median,0.0
event_data_prop_895865f3_duration_median,0.0
event_data_prop_c189aaf2_duration_median,0.0
event_data_prop_895865f3_misses_median,0.0
event_data_prop_b012cd7f_misses_median,0.0
event_data_prop_0a08139c_total_duration_median,0.0
event_data_prop_b012cd7f_duration_median,0.0
event_data_prop_bd701df8_duration_median,0.0
event_data_prop_e694a35b_duration_median,0.0
event_data_prop_d3f1e122_duration_median,0.0
event_data_prop_ca11f653_duration_median,0.0
event_data_prop_29a42aea_dwell_time_max,0.0
event_data_prop_29a42aea_dwell_time_std,0.0
event_data_prop_ca11f653_misses_median,0.0
event_data_prop_29a42aea_dwell_time_median,0.0
event_data_prop_89aace00_duration_median,0.0
event_data_prop_d2659ab4_duration_median,0.0
event_data_prop_9e4c8c7b_duration_median,0.0
event_data_prop_9554a50b_dwell_time_std,0.0
event_data_prop_0d18d96c_duration_median,0.0
event_data_prop_30df3273_dwell_time_median,0.0
event_data_prop_6077cc36_dwell_time_median,0.0
event_data_prop_6077cc36_dwell_time_std,0.0
event_data_prop_6077cc36_dwell_time_max,0.0
event_data_prop_6077cc36_dwell_time_mean,0.0
event_data_prop_6077cc36_dwell_time_sum,0.0
event_data_prop_01ca3a3c_dwell_time_median,0.0
event_data_prop_01ca3a3c_dwell_time_std,0.0
event_data_prop_01ca3a3c_dwell_time_max,0.0
event_data_prop_01ca3a3c_dwell_time_mean,0.0
event_data_prop_01ca3a3c_dwell_time_sum,0.0
event_data_prop_2dc29e21_duration_median,0.0
event_data_prop_c74f40cd_duration_median,0.0
event_data_prop_e4f1efe6_duration_median,0.0
event_data_prop_499edb7c_duration_median,0.0
event_data_prop_832735e1_total_duration_median,0.0
event_data_prop_3323d7e9_misses_median,0.0
event_data_prop_5f5b2617_dwell_time_median,0.0
event_data_prop_5f5b2617_dwell_time_max,0.0
event_data_prop_5f5b2617_dwell_time_sum,0.0
event_data_prop_4ef8cdd3_duration_median,0.0
event_data_prop_73757a5e_total_duration_median,0.0
event_data_prop_30df3273_dwell_time_max,0.0
event_data_prop_598f4598_duration_median,0.0
event_data_prop_30df3273_dwell_time_sum,0.0
event_data_prop_55115cbd_duration_median,0.0
event_data_prop_5154fc30_total_duration_median,0.0
event_data_prop_cb6010f8_duration_median,0.0
event_data_prop_90ea0bac_total_duration_median,0.0
event_data_prop_8b757ab8_duration_median,0.0
event_data_prop_3d0b9317_duration_median,0.0
event_data_prop_ab4ec3a4_dwell_time_median,0.0
event_data_prop_ab4ec3a4_dwell_time_std,0.0
event_data_prop_ab4ec3a4_dwell_time_max,0.0
event_data_prop_ab4ec3a4_dwell_time_mean,0.0
event_data_prop_ab4ec3a4_dwell_time_sum,0.0
event_data_prop_e4d32835_dwell_time_median,0.0
event_data_prop_e4d32835_dwell_time_std,0.0
event_data_prop_e4d32835_dwell_time_max,0.0
event_data_prop_e4d32835_dwell_time_mean,0.0
event_data_prop_e4d32835_dwell_time_sum,0.0
event_data_prop_d185d3ea_duration_median,0.0
event_data_prop_e5734469_total_duration_median,0.0
event_data_prop_c7fe2a55_total_duration_median,0.0
event_data_prop_2a512369_duration_median,0.0
event_data_prop_4a4c3d21_duration_median,0.0
event_data_prop_b2dba42b_total_duration_median,0.0
event_data_prop_5a848010_duration_median,0.0
event_data_prop_ad2fc29c_total_duration_median,0.0
event_data_prop_0330ab6a_total_duration_median,0.0
event_data_prop_b74258a0_misses_median,0.0
event_data_prop_b74258a0_duration_median,0.0
event_data_prop_36fa3ebe_duration_median,0.0
event_data_prop_37c53127_misses_median,0.0
event_data_prop_36fa3ebe_misses_median,0.0
event_data_prop_37c53127_duration_median,0.0
event_data_prop_04df9b66_total_duration_median,0.0
event_data_prop_44cb4907_total_duration_median,0.0
event_data_prop_363c86c9_duration_median,0.0
event_data_prop_cf7638f3_duration_median,0.0
event_data_prop_d3268efa_total_duration_max,0.0
event_data_prop_d3268efa_total_duration_median,0.0
event_data_prop_ecaab346_duration_median,0.0
event_data_prop_58a0de5c_duration_median,0.0
event_data_prop_e9c52111_duration_median,0.0
event_data_prop_e5c9df6f_duration_median,0.0
event_data_prop_1f19558b_duration_median,0.0
event_data_prop_f5b8c21a_misses_median,0.0
event_data_prop_f5b8c21a_duration_median,0.0
event_data_prop_31973d56_duration_median,0.0
event_data_prop_86ba578b_duration_median,0.0
event_data_prop_b74258a0_misses_max,0.0
event_data_prop_2ec694de_dwell_time_sum,0.0
event_data_prop_6088b756_duration_median,0.0
event_data_prop_2ec694de_dwell_time_mean,0.0
event_data_prop_1c178d24_duration_median,0.0
event_data_prop_9554a50b_dwell_time_median,0.0
event_data_prop_08fd73f3_misses_median,0.0
event_data_prop_1c178d24_misses_median,0.0
event_data_prop_08fd73f3_duration_median,0.0
event_data_prop_15eb4a7d_duration_median,0.0
event_data_prop_6c930e6e_misses_median,0.0
event_data_prop_c7128948_duration_median,0.0
event_data_prop_6c930e6e_duration_median,0.0
event_data_prop_5348fd84_duration_median,0.0
event_data_prop_dcb1663e_dwell_time_median,0.0
event_data_prop_dcb1663e_dwell_time_std,0.0
event_data_prop_dcb1663e_dwell_time_max,0.0
event_data_prop_dcb1663e_dwell_time_mean,0.0
event_data_prop_dcb1663e_dwell_time_sum,0.0
event_data_prop_3a4be871_dwell_time_median,0.0
event_data_prop_3a4be871_dwell_time_max,0.0
event_data_prop_3a4be871_dwell_time_sum,0.0
event_data_prop_2ec694de_dwell_time_median,0.0
event_data_prop_2ec694de_dwell_time_std,0.0
event_data_prop_2ec694de_dwell_time_max,0.0
event_data_prop_9ed8f6da_duration_median,0.0
event_data_prop_71e712d8_duration_median,0.0
event_data_prop_2230fab4_duration_median,0.0
event_data_prop_828e68f9_duration_median,0.0
event_data_prop_1af8be29_total_duration_median,0.0
event_data_prop_1bb5fbdb_duration_median,0.0
event_data_prop_907a054b_total_duration_median,0.0
event_data_prop_d38c2fd7_duration_median,0.0
event_data_prop_b5053438_duration_median,0.0
event_data_prop_88d4a5be_duration_median,0.0
event_data_prop_250513af_total_duration_median,0.0
event_data_prop_84b0e0c8_duration_median,0.0
event_data_prop_a8876db3_total_duration_median,0.0
event_data_prop_a8876db3_total_duration_max,0.0
event_data_prop_fcfdffb6_duration_median,0.0
event_data_prop_d51b1749_duration_median,0.0
event_data_prop_6f445b57_dwell_time_mean,0.0
event_data_prop_6f445b57_dwell_time_max,0.0
event_data_prop_3bb91ced_duration_median,0.0
event_data_prop_6f445b57_dwell_time_std,0.0
event_data_prop_6f445b57_dwell_time_median,0.0
event_data_prop_5de79a6a_total_duration_median,0.0
event_data_prop_9d4e7b25_duration_median,0.0
event_data_prop_b80e5e84_duration_median,0.0
event_data_prop_7ab78247_total_duration_median,0.0
event_data_prop_e37a2b78_duration_median,0.0
event_data_prop_6cf7d25c_total_duration_median,0.0
event_data_prop_f71c4741_total_duration_median,0.0
event_data_prop_2dcad279_duration_median,0.0
event_data_prop_c51d8688_duration_median,0.0
event_data_prop_77ead60d_total_duration_median,0.0
event_data_prop_b88f38da_duration_median,0.0
event_data_prop_16667cc5_dwell_time_sum,0.0
event_data_prop_16667cc5_dwell_time_mean,0.0
event_data_prop_16667cc5_dwell_time_max,0.0
event_data_prop_de26c3a6_duration_median,0.0
event_data_prop_16667cc5_dwell_time_median,0.0
event_data_prop_c58186bf_duration_median,0.0
event_data_prop_a8a78786_duration_median,0.0
event_data_prop_3afb49e6_total_duration_median,0.0
event_data_prop_46cd75b4_duration_median,0.0
event_data_prop_bdf49a58_duration_median,0.0
event_data_prop_5c2f29ca_duration_median,0.0
event_data_prop_84538528_duration_median,0.0
event_data_prop_a52b92d5_duration_median,0.0
event_data_prop_9d29771f_total_duration_median,0.0
event_data_prop_56cd3b43_total_duration_median,0.0
event_data_prop_9b4001e4_total_duration_median,0.0
event_data_prop_3afb49e6_total_duration_max,0.0
event_data_prop_f28c589a_total_duration_median,0.0
